imgsz,conf,nms_iou,n_images,perfect_hands_pct,hands_with_missing_pct,hands_with_extra_pct,mean_missing_cards_per_hand,mean_extra_cards_per_hand,card_recall,card_precision,total_gt_cards,total_pred_cards,total_correct_cards,total_missing_cards,total_extra_cards,top_missing,top_extra
1280,0.35,0.5,36,33.333333333333336,58.333333333333336,30.555555555555557,2.3333333333333335,0.3888888888888889,0.7857142857142857,0.9565217391304348,392,322,308,84,14,VALET_PIQUE:6; 8_TREFLE:6; DAME_PIQUE:6; 8_PIQUE:5; 9_PIQUE:4; 8_COEUR:4; AS_CARREAU:4; 10_TREFLE:4; DAME_CARREAU:4; AS_COEUR:3,DAME_COEUR:2; ROI_COEUR:2; DAME_TREFLE:2; VALET_TREFLE:1; 9_PIQUE:1; VALET_COEUR:1; 9_COEUR:1; VALET_PIQUE:1; ROI_PIQUE:1; ROI_TREFLE:1
1024,0.15,0.5,36,30.555555555555557,44.44444444444444,58.333333333333336,1.1388888888888888,1.0277777777777777,0.8954081632653061,0.904639175257732,392,388,351,41,37,VALET_PIQUE:3; ROI_PIQUE:3; VALET_CARREAU:3; 10_TREFLE:3; 9_PIQUE:2; 10_COEUR:2; 8_TREFLE:2; AS_CARREAU:2; 7_PIQUE:2; 7_TREFLE:2,DAME_TREFLE:4; 10_PIQUE:4; AS_CARREAU:2; 8_CARREAU:2; AS_TREFLE:2; 10_COEUR:2; DAME_PIQUE:2; ROI_PIQUE:2; 9_CARREAU:2; 10_CARREAU:2
1024,0.175,0.5,36,30.555555555555557,44.44444444444444,55.55555555555556,1.1944444444444444,0.8888888888888888,0.8903061224489796,0.916010498687664,392,381,349,43,32,VALET_PIQUE:4; ROI_PIQUE:3; 7_TREFLE:3; VALET_CARREAU:3; 10_TREFLE:3; 9_PIQUE:2; 10_COEUR:2; 8_TREFLE:2; AS_CARREAU:2; 7_PIQUE:2,DAME_TREFLE:4; 10_PIQUE:3; AS_CARREAU:2; 8_CARREAU:2; AS_TREFLE:2; 10_COEUR:2; ROI_PIQUE:2; 9_CARREAU:2; 7_CARREAU:1; 9_PIQUE:1
1024,0.2,0.5,36,30.555555555555557,44.44444444444444,55.55555555555556,1.2777777777777777,0.7777777777777778,0.8826530612244898,0.9251336898395722,392,374,346,46,28,VALET_PIQUE:4; VALET_CARREAU:4; 9_CARREAU:3; ROI_PIQUE:3; 7_TREFLE:3; 10_TREFLE:3; 9_PIQUE:2; 10_COEUR:2; 8_TREFLE:2; AS_CARREAU:2,DAME_TREFLE:3; 10_PIQUE:3; 8_CARREAU:2; AS_TREFLE:2; ROI_PIQUE:2; 9_CARREAU:2; 7_CARREAU:1; AS_CARREAU:1; 10_COEUR:1; 9_PIQUE:1
768,0.325,0.5,36,30.555555555555557,63.888888888888886,33.333333333333336,2.111111111111111,0.3611111111111111,0.8061224489795918,0.9604863221884499,392,329,316,76,13,7_TREFLE:6; 9_PIQUE:5; ROI_CARREAU:5; 9_TREFLE:4; 8_COEUR:4; 7_PIQUE:4; 9_CARREAU:3; VALET_PIQUE:3; 10_TREFLE:3; 7_CARREAU:3,9_COEUR:2; 10_TREFLE:2; 8_TREFLE:1; 9_PIQUE:1; VALET_COEUR:1; 9_CARREAU:1; 10_PIQUE:1; DAME_CARREAU:1; DAME_TREFLE:1; 8_COEUR:1
768,0.35,0.5,36,30.555555555555557,66.66666666666667,30.555555555555557,2.2222222222222223,0.3333333333333333,0.7959183673469388,0.9629629629629629,392,324,312,80,12,7_TREFLE:6; 9_PIQUE:5; ROI_CARREAU:5; VALET_PIQUE:4; 9_TREFLE:4; 8_COEUR:4; 7_CARREAU:4; 7_PIQUE:4; VALET_CARREAU:4; 9_CARREAU:3,9_COEUR:2; 8_TREFLE:1; 9_PIQUE:1; VALET_COEUR:1; 9_CARREAU:1; 10_PIQUE:1; 10_TREFLE:1; DAME_CARREAU:1; DAME_TREFLE:1; 8_COEUR:1
1280,0.2,0.5,36,27.77777777777778,55.55555555555556,58.333333333333336,1.5833333333333333,1.1111111111111112,0.8545918367346939,0.8933333333333333,392,375,335,57,40,VALET_PIQUE:4; 8_TREFLE:4; 8_COEUR:4; 8_PIQUE:3; DAME_PIQUE:3; VALET_CARREAU:3; ROI_CARREAU:3; 9_PIQUE:2; 10_PIQUE:2; ROI_COEUR:2,DAME_CARREAU:4; VALET_TREFLE:3; 9_PIQUE:3; DAME_COEUR:3; ROI_COEUR:3; DAME_TREFLE:3; 9_COEUR:2; VALET_PIQUE:2; 10_CARREAU:2; ROI_PIQUE:2
768,0.15,0.5,36,25.0,50.0,61.111111111111114,1.4444444444444444,1.0555555555555556,0.8673469387755102,0.8994708994708994,392,378,340,52,38,7_TREFLE:4; 9_PIQUE:4; 7_PIQUE:4; VALET_PIQUE:3; 8_COEUR:3; VALET_CARREAU:3; ROI_TREFLE:2; 9_TREFLE:2; ROI_PIQUE:2; 8_TREFLE:2,8_CARREAU:3; 10_TREFLE:3; VALET_COEUR:3; ROI_PIQUE:3; DAME_CARREAU:3; VALET_TREFLE:2; 9_COEUR:2; ROI_TREFLE:2; 10_PIQUE:2; 9_PIQUE:2
768,0.175,0.5,36,25.0,52.77777777777778,58.333333333333336,1.5277777777777777,0.9166666666666666,0.8596938775510204,0.9108108108108108,392,370,337,55,33,7_TREFLE:4; 9_PIQUE:4; 8_COEUR:4; 7_PIQUE:4; 9_CARREAU:3; VALET_PIQUE:3; VALET_CARREAU:3; ROI_TREFLE:2; 9_TREFLE:2; ROI_PIQUE:2,10_TREFLE:3; VALET_COEUR:3; DAME_CARREAU:3; 8_CARREAU:2; 9_COEUR:2; ROI_TREFLE:2; 10_PIQUE:2; 9_PIQUE:2; ROI_PIQUE:2; 8_COEUR:2
1280,0.175,0.5,36,25.0,55.55555555555556,63.888888888888886,1.5555555555555556,1.1944444444444444,0.8571428571428571,0.8865435356200527,392,379,336,56,43,VALET_PIQUE:4; 8_TREFLE:4; 8_COEUR:4; 8_PIQUE:3; DAME_PIQUE:3; VALET_CARREAU:3; ROI_CARREAU:3; 9_PIQUE:2; 10_PIQUE:2; ROI_COEUR:2,DAME_CARREAU:4; DAME_TREFLE:4; VALET_TREFLE:3; 9_COEUR:3; 9_PIQUE:3; DAME_COEUR:3; ROI_COEUR:3; 10_COEUR:2; VALET_PIQUE:2; 10_CARREAU:2
1280,0.15,0.5,36,25.0,55.55555555555556,66.66666666666667,1.5555555555555556,1.5555555555555556,0.8571428571428571,0.8571428571428571,392,392,336,56,56,VALET_PIQUE:4; 8_TREFLE:4; 8_COEUR:4; 8_PIQUE:3; DAME_PIQUE:3; VALET_CARREAU:3; ROI_CARREAU:3; 9_PIQUE:2; 10_PIQUE:2; ROI_COEUR:2,DAME_TREFLE:6; DAME_CARREAU:4; VALET_TREFLE:3; 9_COEUR:3; 9_PIQUE:3; DAME_COEUR:3; VALET_PIQUE:3; ROI_COEUR:3; 10_CARREAU:3; 10_TREFLE:3
768,0.2,0.5,36,25.0,55.55555555555556,50.0,1.6388888888888888,0.8055555555555556,0.8494897959183674,0.919889502762431,392,362,333,59,29,7_TREFLE:5; 9_PIQUE:4; 8_COEUR:4; 7_PIQUE:4; 9_CARREAU:3; VALET_PIQUE:3; 9_TREFLE:3; VALET_CARREAU:3; ROI_TREFLE:2; 8_CARREAU:2,10_TREFLE:3; DAME_CARREAU:3; 8_CARREAU:2; 9_COEUR:2; ROI_TREFLE:2; 9_PIQUE:2; ROI_PIQUE:2; 8_COEUR:2; VALET_TREFLE:1; 7_CARREAU:1
768,0.3,0.5,36,25.0,63.888888888888886,38.888888888888886,2.0277777777777777,0.4166666666666667,0.8137755102040817,0.9550898203592815,392,334,319,73,15,7_TREFLE:6; 9_PIQUE:5; 9_TREFLE:4; ROI_CARREAU:4; 8_COEUR:4; 7_PIQUE:4; 9_CARREAU:3; VALET_PIQUE:3; 10_TREFLE:3; 7_CARREAU:3,9_COEUR:2; 8_COEUR:2; 10_TREFLE:2; 8_TREFLE:1; 9_PIQUE:1; VALET_COEUR:1; ROI_PIQUE:1; 9_CARREAU:1; 10_PIQUE:1; DAME_CARREAU:1
768,0.225,0.5,36,22.22222222222222,58.333333333333336,50.0,1.7777777777777777,0.6666666666666666,0.8367346938775511,0.9318181818181818,392,352,328,64,24,7_TREFLE:5; 9_PIQUE:4; ROI_CARREAU:4; 8_COEUR:4; 7_PIQUE:4; 9_CARREAU:3; VALET_PIQUE:3; 9_TREFLE:3; 7_CARREAU:3; VALET_CARREAU:3,10_TREFLE:3; 9_COEUR:2; 9_PIQUE:2; DAME_CARREAU:2; ROI_PIQUE:2; 8_COEUR:2; VALET_TREFLE:1; 7_CARREAU:1; 8_TREFLE:1; VALET_COEUR:1
768,0.25,0.5,36,22.22222222222222,58.333333333333336,47.22222222222222,1.8055555555555556,0.5555555555555556,0.8341836734693877,0.9423631123919308,392,347,327,65,20,7_TREFLE:5; 9_PIQUE:4; ROI_CARREAU:4; 8_COEUR:4; 7_PIQUE:4; 9_CARREAU:3; VALET_PIQUE:3; 9_TREFLE:3; 7_CARREAU:3; VALET_CARREAU:3,10_TREFLE:3; 9_COEUR:2; ROI_PIQUE:2; 8_COEUR:2; 7_CARREAU:1; 8_TREFLE:1; 9_PIQUE:1; VALET_COEUR:1; 7_TREFLE:1; 9_CARREAU:1
768,0.275,0.5,36,22.22222222222222,61.111111111111114,44.44444444444444,1.9166666666666667,0.5,0.8239795918367347,0.9472140762463344,392,341,323,69,18,7_TREFLE:6; 9_PIQUE:4; ROI_CARREAU:4; 8_COEUR:4; 7_PIQUE:4; 9_CARREAU:3; VALET_PIQUE:3; 9_TREFLE:3; 10_TREFLE:3; 7_CARREAU:3,9_COEUR:2; 8_COEUR:2; 10_TREFLE:2; 7_CARREAU:1; 8_TREFLE:1; 9_PIQUE:1; VALET_COEUR:1; ROI_PIQUE:1; 7_TREFLE:1; 9_CARREAU:1
